InjectionPressure,MeltTemp,CoolingTime,PackingPressure,PartWeight
888,259,15,563,51.55392817358644
864,233,16,569,51.48603928197239
893,233,23,457,51.40220454115591
836,251,24,521,50.931280271250046
776,247,16,546,50.42548435219872
854,234,16,479,50.606175742583574
827,230,18,569,50.86652381795698
841,243,16,540,51.49536876338884
826,259,23,482,51.30842212117268
809,240,21,593,51.39824414251063
834,251,24,516,51.51139392782542
796,255,18,528,50.70264613760708
790,230,15,550,50.35471075365231
783,234,20,592,50.884164698184776
811,246,22,525,51.07998420283896
835,242,16,529,51.087519059757035
868,255,23,457,51.470230316815226
751,232,24,569,50.842191525107474
867,233,19,478,51.70112294851317
789,253,18,472,50.92064054552894
859,249,16,477,51.4045569397964
766,245,21,516,50.2589221850237
798,244,23,487,50.78786695493692
753,239,17,572,51.06681575382561
879,256,21,452,51.465580976966336
819,256,23,584,51.31572417715879
836,246,15,528,51.18860542702046
889,240,19,565,51.59402874771087
753,232,19,462,50.12552296059969
814,244,24,547,50.30426460227897
844,259,23,581,51.34864198884111
832,241,17,549,51.412725382080424
771,256,16,590,50.962263945387676
783,246,21,489,50.60824101508954
869,243,22,531,51.33291808114365
879,247,23,451,51.82555563195384
762,242,18,540,50.500885409537325
